1,-6.8146
1.06,-6.9697
1.12,-6.9611
1.18,-6.8091
1.25,-6.9466
1.32,-6.9111
1.4,-6.9357
1.5,-6.9432
1.6,-6.9441
1.7,-6.7912
1.8,-6.8727
1.9,-6.832
2,-6.8196
2.12,-6.894
2.24,-6.9855
2.36,-6.9262
2.5,-6.9502
2.65,-6.8199
2.8,-6.9203
3,-6.9309
3.15,-6.8865
3.35,-6.9548
3.55,-6.9769
3.75,-6.9438
4,-6.9214
4.25,-6.8586
4.5,-6.9143
4.75,-6.8819
5,-6.9389
5.3,-6.8561
5.6,-6.9332
6,-6.8079
6.3,-6.9204
6.7,-6.9075
7.1,-6.8753
7.5,-6.8497
8,-6.9525
8.5,-6.9683
9,-6.8094
9.5,-6.8454
10,-6.9403
10.6,-6.9391
11.2,-6.9647
11.8,-6.87
12.5,-6.9671
13.2,-6.9511
14,-6.8796
15,-6.9866
16,-6.991
17,-6.8587
18,-6.9405
19,-6.8842
20,-6.913
21.2,-6.8578
22.4,-6.8343
23.6,-6.6332
25,-6.0576
26.5,-5.7997
28,-5.656
30,-5.3354
31.5,-5.2267
33.5,-5.1909
35.5,-5.183
37.5,-5.0907
40,-5.1348
42.5,-5.0439
45,-4.8979
47.5,-4.7824
50,-4.579
53,-4.0685
56,-3.8204
60,-3.315
63,-3.0347
67,-2.6663
71,-2.1689
75,-2.061
80,-1.6232
85,-1.3528
90,-1.0922
95,-0.88302
100,-0.78411
106,-0.55103
112,-0.50807
118,-0.35455
125,-0.36122
132,-0.35564
140,-0.34621
150,-0.61116
160,-0.77351
170,-0.98235
180,-1.0114
190,-1.3021
200,-1.2296
212,-1.5042
224,-1.6014
236,-1.525
250,-1.5674
265,-1.6272
280,-1.6134
300,-1.6586
315,-1.5692
335,-1.6959
355,-1.7236
375,-1.6698
400,-1.8344
425,-1.6473
450,-1.6951
475,-1.5369
500,-1.6708
530,-1.5865
560,-1.4101
600,-1.3093
630,-1.3018
670,-0.98504
710,-0.89838
750,-0.86564
800,-0.63352
850,-0.2995
900,-0.30101
950,-0.11429
1000,0
1060,0.061656
1120,0.16117
1180,0.20251
1250,0.33831
1320,0.32522
1400,0.19132
1500,-0.058672
1600,-0.15311
1700,-0.32995
1800,-0.5606
1900,-0.67171
2000,-0.70677
2120,-0.78893
2240,-0.89164
2360,-0.82068
2500,-0.61687
2650,-0.40269
2800,-0.35813
3000,-0.52793
3150,-0.44028
3350,-0.24184
3550,-0.90664
3750,-0.42368
4000,-0.10887
4250,-0.21949
4500,0.97164
4750,1.3089
5000,1.736
5300,1.8123
5600,1.5392
6000,-2.6865
6300,-3.3745
6700,0.397
7100,-0.88601
7500,-0.53418
8000,0.1223
8500,0.10377
9000,-0.51134
9500,-0.8834
10000,-0.37608
10600,0.28743
11200,-2.2523
11800,-5.2002
12500,-3.8773
13200,-2.522
14000,-3.0061
15000,-3.9968
16000,-8.2346
17000,-15.406
18000,-15.838
19000,-17.195
20000,-19.301
21200,-20.632
22400,-17.237
