1,-7.3269
1.06,-7.291
1.12,-7.3271
1.18,-7.3673
1.25,-7.2701
1.32,-7.4234
1.4,-7.4301
1.5,-7.3436
1.6,-7.3054
1.7,-7.3978
1.8,-7.3813
1.9,-7.4319
2,-7.4465
2.12,-7.3741
2.24,-7.331
2.36,-7.4082
2.5,-7.397
2.65,-7.3647
2.8,-7.3502
3,-7.4021
3.15,-7.3784
3.35,-7.4861
3.55,-7.4683
3.75,-7.4152
4,-7.3884
4.25,-7.3418
4.5,-7.4823
4.75,-7.3777
5,-7.4091
5.3,-7.3335
5.6,-7.4033
6,-7.3347
6.3,-7.3479
6.7,-7.4501
7.1,-7.4363
7.5,-7.481
8,-7.4284
8.5,-7.3626
9,-7.4957
9.5,-7.3467
10,-7.3587
10.6,-7.5133
11.2,-7.3428
11.8,-7.3397
12.5,-7.3424
13.2,-7.4672
14,-7.4926
15,-7.4642
16,-7.3772
17,-7.3608
18,-7.3425
19,-7.4868
20,-7.371
21.2,-7.3835
22.4,-7.417
23.6,-7.1193
25,-6.5632
26.5,-6.3875
28,-6.0466
30,-5.9194
31.5,-5.8278
33.5,-5.6171
35.5,-5.6436
37.5,-5.5643
40,-5.6215
42.5,-5.4826
45,-5.5552
47.5,-5.4317
50,-4.9805
53,-4.6545
56,-4.1612
60,-3.845
63,-3.4088
67,-3.1045
71,-2.6707
75,-2.3668
80,-1.9436
85,-1.653
90,-1.2684
95,-0.96924
100,-0.82996
106,-0.67623
112,-0.57638
118,-0.50413
125,-0.38135
132,-0.53452
140,-0.45215
150,-0.57116
160,-0.8487
170,-1.0249
180,-1.1608
190,-1.2636
200,-1.3397
212,-1.3813
224,-1.5299
236,-1.5038
250,-1.6406
265,-1.579
280,-1.4653
300,-1.5198
315,-1.5349
335,-1.4911
355,-1.5951
375,-1.5276
400,-1.5831
425,-1.541
450,-1.4079
475,-1.4064
500,-1.3917
530,-1.354
560,-1.1398
600,-1.0141
630,-1.0185
670,-0.76611
710,-0.5992
750,-0.58343
800,-0.45221
850,-0.23447
900,-0.11888
950,-0.093942
1000,0
1060,0.20611
1120,0.19769
1180,0.46045
1250,0.49085
1320,0.2825
1400,0.24869
1500,0.030562
1600,-0.048932
1700,-0.38697
1800,-0.5296
1900,-0.75118
2000,-0.88282
2120,-0.96659
2240,-0.84619
2360,-0.95887
2500,-0.71151
2650,-0.40316
2800,-0.20178
3000,-0.46974
3150,-0.13477
3350,0.59591
3550,0.36432
3750,0.43321
4000,1.0592
4250,-0.1857
4500,0.58045
4750,1.0189
5000,1.0364
5300,2.4604
5600,2.9721
6000,1.0722
6300,-2.0895
6700,1.7458
7100,2.0674
7500,0.94181
8000,-0.52548
8500,0.39782
9000,1.9304
9500,3.0096
10000,3.0446
10600,2.0162
11200,-1.6376
11800,-3.7381
12500,-0.64977
13200,0.90353
14000,0.33151
15000,-1.7351
16000,-6.2198
17000,-9.1779
18000,-12.625
19000,-11.868
20000,-13.696
21200,-17.747
22400,-13.538
